,시즌,복종,소품종,라인,시즌이월,카테고리,기획년도,주차,총입고수량,총입고원가,총입고택가,판매수량,판매액,매출원가,판매택가,제품원가,제품택가,평균판매수량,평균실판가,제품실판가,할인율(%),누적판매수량,누적판매액,누적매출원가,누적판매택가,누적판매율(%),ROI
3688,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-04-14,6105,114693429,970695000,340,11225765.0,6374863,54060000,18787.0,159000.0,240.0,52776.0,33017.0,79.0,4465,180196264.0,83727890,709935000,73.0,0.7
3689,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-04-21,6105,114693429,970695000,246,8121631.0,4603073,39114000,18787.0,159000.0,240.0,52776.0,33015.0,79.0,4711,188317895.0,88330963,749049000,77.0,0.72
3690,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-04-28,6105,114693429,970695000,117,3914143.0,2195691,18603000,18787.0,159000.0,240.0,52776.0,33454.0,79.0,4828,192232038.0,90526654,767652000,79.0,0.73
3691,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-05-05,6105,114693429,970695000,84,3226454.0,1581805,13356000,18787.0,159000.0,240.0,52776.0,38410.0,76.0,4912,195458492.0,92108459,781008000,80.0,0.75
3692,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-05-12,6105,114693429,970695000,86,2723794.0,1617792,13674000,18787.0,159000.0,240.0,52776.0,31672.0,80.0,4998,198182286.0,93726251,794682000,82.0,0.75
3693,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-05-19,6105,114693429,970695000,17,428194.0,309593,2703000,18787.0,159000.0,240.0,52776.0,25188.0,84.0,5015,198610480.0,94035844,797385000,82.0,0.75
3694,봄,스웨터,오픈형(CARDIGAN),ZB,01_시즌,봄_스웨터_오픈형(CARDIGAN)_ZB,2024,2024-05-26,6105,114693429,970695000,30,975010.0,565195,4770000,18787.0,159000.0,240.0,52776.0,32500.0,80.0,5045,199585490.0,94601039,802155000,83.0,0.76
3695,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-01-08,1528,32388278,198487200,11,869000.0,233162,1428900,21197.0,129900.0,24.0,62951.0,79000.0,39.0,11,869000.0,233162,1428900,1.0,0.02
3696,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-01-15,1528,32388278,198487200,12,933950.0,254358,1558800,21197.0,129900.0,24.0,62951.0,77829.0,40.0,23,1802950.0,487520,2987700,2.0,0.04
3697,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-01-22,1528,32388278,198487200,18,1436050.0,381537,2338200,21197.0,129900.0,24.0,62951.0,79781.0,39.0,41,3239000.0,869057,5325900,3.0,0.06
3698,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-01-29,1528,32388278,198487200,50,3950000.0,1059826,6495000,21197.0,129900.0,24.0,62951.0,79000.0,39.0,91,7189000.0,1928883,11820900,6.0,0.14
3699,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-02-05,1528,32388278,198487200,26,2044000.0,551109,3377400,21197.0,129900.0,24.0,62951.0,78615.0,39.0,117,9233000.0,2479992,15198300,8.0,0.18
3700,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-02-12,1528,32388278,198487200,22,1720100.0,466323,2857800,21197.0,129900.0,24.0,62951.0,78186.0,40.0,139,10953100.0,2946315,18056100,9.0,0.22
3701,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-02-19,1528,32388278,198487200,60,4596470.0,1271791,7794000,21197.0,129900.0,24.0,62951.0,76608.0,41.0,199,15549570.0,4218106,25850100,13.0,0.31
3702,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-02-26,1528,32388278,198487200,36,2891790.0,763075,4676400,21197.0,129900.0,24.0,62951.0,80328.0,38.0,235,18441360.0,4981181,30526500,15.0,0.36
3703,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-03-05,1528,32388278,198487200,56,4339010.0,1187005,7274400,21197.0,129900.0,24.0,62951.0,77482.0,40.0,291,22780370.0,6168186,37800900,19.0,0.45
3704,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-03-12,1528,32388278,198487200,27,2046067.0,572306,3507300,21197.0,129900.0,24.0,62951.0,75780.0,42.0,318,24826437.0,6740492,41308200,21.0,0.49
3705,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-03-19,1528,32388278,198487200,30,2079610.0,635896,3897000,21197.0,129900.0,24.0,62951.0,69320.0,47.0,348,26906047.0,7376388,45205200,23.0,0.53
3706,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-03-26,1528,32388278,198487200,26,1784000.0,551109,3377400,21197.0,129900.0,24.0,62951.0,68615.0,47.0,374,28690047.0,7927497,48582600,24.0,0.56
3707,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-04-02,1528,32388278,198487200,16,1027900.0,339144,2078400,21197.0,129900.0,24.0,62951.0,64244.0,51.0,390,29717947.0,8266641,50661000,26.0,0.58
3708,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-04-09,1528,32388278,198487200,15,930680.0,317948,1948500,21197.0,129900.0,24.0,62951.0,62045.0,52.0,405,30648627.0,8584589,52609500,27.0,0.6
3709,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-04-16,1528,32388278,198487200,11,595900.0,233162,1428900,21197.0,129900.0,24.0,62951.0,54173.0,58.0,416,31244527.0,8817751,54038400,27.0,0.6
3710,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-04-23,1528,32388278,198487200,9,410000.0,190769,1169100,21197.0,129900.0,24.0,62951.0,45556.0,65.0,425,31654527.0,9008520,55207500,28.0,0.61
3711,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-04-30,1528,32388278,198487200,14,596300.0,296751,1818600,21197.0,129900.0,24.0,62951.0,42593.0,67.0,439,32250827.0,9305271,57026100,29.0,0.62
3712,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-05-07,1528,32388278,198487200,19,733200.0,402734,2468100,21197.0,129900.0,24.0,62951.0,38589.0,70.0,458,32984027.0,9708005,59494200,30.0,0.63
3713,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-05-14,1528,32388278,198487200,16,403586.0,339144,2078400,21197.0,129900.0,24.0,62951.0,25224.0,81.0,474,33387613.0,10047149,61572600,31.0,0.63
3714,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-05-21,1528,32388278,198487200,7,252438.0,148376,909300,21197.0,129900.0,24.0,62951.0,36063.0,72.0,481,33640051.0,10195525,62481900,31.0,0.63
3715,봄,스웨터,후드T,ZA,01_시즌,봄_스웨터_후드T_ZA,2023,2023-05-28,1528,32388278,198487200,19,625900.0,402734,2468100,21197.0,129900.0,24.0,62951.0,32942.0,75.0,500,34265951.0,10598259,64950000,33.0,0.63
3716,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-01-03,10500,62255544,733950000,62,3728040.0,367604,4333800,5929.0,69900.0,183.0,30705.0,60130.0,14.0,62,3728040.0,367604,4333800,1.0,0.05
3717,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-01-10,10500,62255544,733950000,62,1933890.0,367604,4333800,5929.0,69900.0,183.0,30705.0,31192.0,55.0,124,5661930.0,735208,8667600,1.0,0.07
3718,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-01-17,10500,62255544,733950000,122,4381480.0,723350,8527800,5929.0,69900.0,183.0,30705.0,35914.0,49.0,246,10043410.0,1458558,17195400,2.0,0.12
3719,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-01-24,10500,62255544,733950000,122,4255380.0,723350,8527800,5929.0,69900.0,183.0,30705.0,34880.0,50.0,368,14298790.0,2181908,25723200,4.0,0.17
3720,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-01-31,10500,62255544,733950000,160,6105100.0,948656,11184000,5929.0,69900.0,183.0,30705.0,38157.0,45.0,528,20403890.0,3130564,36907200,5.0,0.25
3721,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-02-07,10500,62255544,733950000,134,5168830.0,794499,9366600,5929.0,69900.0,183.0,30705.0,38573.0,45.0,662,25572720.0,3925063,46273800,6.0,0.31
3722,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-02-14,10500,62255544,733950000,149,3847850.0,883436,10415100,5929.0,69900.0,183.0,30705.0,25824.0,63.0,811,29420570.0,4808499,56688900,8.0,0.35
3723,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-02-21,10500,62255544,733950000,152,5059197.0,901223,10624800,5929.0,69900.0,183.0,30705.0,33284.0,52.0,963,34479767.0,5709722,67313700,9.0,0.41
3724,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-02-28,10500,62255544,733950000,250,8119780.0,1482275,17475000,5929.0,69900.0,183.0,30705.0,32479.0,54.0,1213,42599547.0,7191997,84788700,12.0,0.51
3725,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-03-07,10500,62255544,733950000,359,10942520.0,2128547,25094100,5929.0,69900.0,183.0,30705.0,30481.0,56.0,1572,53542067.0,9320544,109882800,15.0,0.63
3726,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-03-14,10500,62255544,733950000,263,9024150.0,1559353,18383700,5929.0,69900.0,183.0,30705.0,34312.0,51.0,1835,62566217.0,10879897,128266500,17.0,0.74
3727,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-03-21,10500,62255544,733950000,326,9369950.0,1932886,22787400,5929.0,69900.0,183.0,30705.0,28742.0,59.0,2161,71936167.0,12812783,151053900,21.0,0.84
3728,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-03-28,10500,62255544,733950000,250,7039242.0,1482275,17475000,5929.0,69900.0,183.0,30705.0,28157.0,60.0,2411,78975409.0,14295058,168528900,23.0,0.92
3729,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-04-04,10500,62255544,733950000,297,8415145.0,1760943,20760300,5929.0,69900.0,183.0,30705.0,28334.0,59.0,2708,87390554.0,16056001,189289200,26.0,1.02
3730,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-04-11,10500,62255544,733950000,285,8000292.0,1689793,19921500,5929.0,69900.0,183.0,30705.0,28071.0,60.0,2993,95390846.0,17745794,209210700,29.0,1.11
3731,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-04-18,10500,62255544,733950000,227,5350000.0,1345906,15867300,5929.0,69900.0,183.0,30705.0,23568.0,66.0,3220,100740846.0,19091700,225078000,31.0,1.16
3732,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-04-25,10500,62255544,733950000,130,3664940.0,770783,9087000,5929.0,69900.0,183.0,30705.0,28192.0,60.0,3350,104405786.0,19862483,234165000,32.0,1.21
3733,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-05-02,10500,62255544,733950000,143,4108500.0,847861,9995700,5929.0,69900.0,183.0,30705.0,28731.0,59.0,3493,108514286.0,20710344,244160700,33.0,1.25
3734,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-05-09,10500,62255544,733950000,91,1849800.0,539548,6360900,5929.0,69900.0,183.0,30705.0,20327.0,71.0,3584,110364086.0,21249892,250521600,34.0,1.27
3735,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-05-16,10500,62255544,733950000,83,1785400.0,492115,5801700,5929.0,69900.0,183.0,30705.0,21511.0,69.0,3667,112149486.0,21742007,256323300,35.0,1.29
3736,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-05-23,10500,62255544,733950000,291,4703600.0,1725368,20340900,5929.0,69900.0,183.0,30705.0,16164.0,77.0,3958,116853086.0,23467375,276664200,38.0,1.33
3737,봄,우븐 셔츠,드레스셔츠,ZB,01_시즌,봄_우븐 셔츠_드레스셔츠_ZB,2021,2021-05-30,10500,62255544,733950000,75,2135890.0,444682,5242500,5929.0,69900.0,183.0,30705.0,28479.0,59.0,4033,118988976.0,23912057,281906700,38.0,1.35
3738,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-01-02,3710,51398783,481929000,78,7650660.0,1079267,10132200,13854.0,129900.0,96.0,65982.0,98085.0,24.0,78,7650660.0,1079267,10132200,2.0,0.11
3739,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-01-09,3710,51398783,481929000,72,6936660.0,997497,9352800,13854.0,129900.0,96.0,65982.0,96342.0,26.0,150,14587320.0,2076764,19485000,4.0,0.22
3740,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-01-16,3710,51398783,481929000,-37,-5089460.0,-512602,-4806300,13854.0,129900.0,96.0,65982.0,137553.0,-6.0,113,9497860.0,1564162,14678700,3.0,0.14
3741,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-01-23,3710,51398783,481929000,44,3161690.0,609581,5715600,13854.0,129900.0,96.0,65982.0,71857.0,45.0,157,12659550.0,2173743,20394300,4.0,0.18
3742,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-01-30,3710,51398783,481929000,45,3555547.0,623435,5845500,13854.0,129900.0,96.0,65982.0,79012.0,39.0,202,16215097.0,2797178,26239800,5.0,0.23
3743,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-02-06,3710,51398783,481929000,98,7648691.0,1357702,12730200,13854.0,129900.0,96.0,65982.0,78048.0,40.0,300,23863788.0,4154880,38970000,8.0,0.34
3744,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-02-13,3710,51398783,481929000,124,10194500.0,1717910,16107600,13854.0,129900.0,96.0,65982.0,82214.0,37.0,424,34058288.0,5872790,55077600,11.0,0.49
3745,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-02-20,3710,51398783,481929000,91,7252920.0,1260725,11820900,13854.0,129900.0,96.0,65982.0,79702.0,39.0,515,41311208.0,7133515,66898500,14.0,0.59
3746,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-02-27,3710,51398783,481929000,76,5127860.0,1052912,9872400,13854.0,129900.0,96.0,65982.0,67472.0,48.0,591,46439068.0,8186427,76770900,16.0,0.66
3747,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-03-06,3710,51398783,481929000,159,11039140.0,2202804,20654100,13854.0,129900.0,96.0,65982.0,69429.0,47.0,750,57478208.0,10389231,97425000,20.0,0.81
3748,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-03-13,3710,51398783,481929000,238,16006553.0,3297282,30916200,13854.0,129900.0,96.0,65982.0,67254.0,48.0,988,73484761.0,13686513,128341200,27.0,1.03
3749,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-03-20,3710,51398783,481929000,143,7885073.0,1981137,18575700,13854.0,129900.0,96.0,65982.0,55140.0,58.0,1131,81369834.0,15667650,146916900,30.0,1.13
3750,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-03-27,3710,51398783,481929000,182,10677216.0,2521449,23641800,13854.0,129900.0,96.0,65982.0,58666.0,55.0,1313,92047050.0,18189099,170558700,35.0,1.27
3751,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-04-03,3710,51398783,481929000,319,17422910.0,4419464,41438100,13854.0,129900.0,96.0,65982.0,54617.0,58.0,1632,109469960.0,22608563,211996800,44.0,1.5
3752,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-04-10,3710,51398783,481929000,147,7872100.0,2036555,19095300,13854.0,129900.0,96.0,65982.0,53552.0,59.0,1779,117342060.0,24645118,231092100,48.0,1.6
3753,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-04-17,3710,51398783,481929000,108,5598900.0,1496245,14029200,13854.0,129900.0,96.0,65982.0,51842.0,60.0,1887,122940960.0,26141363,245121300,51.0,1.67
3754,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-04-24,3710,51398783,481929000,74,3859100.0,1025204,9612600,13854.0,129900.0,96.0,65982.0,52150.0,60.0,1961,126800060.0,27166567,254733900,53.0,1.71
3755,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-05-01,3710,51398783,481929000,57,2719416.0,789685,7404300,13854.0,129900.0,96.0,65982.0,47709.0,63.0,2018,129519476.0,27956252,262138200,54.0,1.75
3756,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-05-08,3710,51398783,481929000,30,1517398.0,415623,3897000,13854.0,129900.0,96.0,65982.0,50580.0,61.0,2048,131036874.0,28371875,266035200,55.0,1.77
3757,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-05-15,3710,51398783,481929000,25,1116850.0,346353,3247500,13854.0,129900.0,96.0,65982.0,44674.0,66.0,2073,132153724.0,28718228,269282700,56.0,1.78
3758,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-05-22,3710,51398783,481929000,32,1117310.0,443332,4156800,13854.0,129900.0,96.0,65982.0,34916.0,73.0,2105,133271034.0,29161560,273439500,57.0,1.79
3759,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2022,2022-05-29,3710,51398783,481929000,2,41600.0,27708,259800,13854.0,129900.0,96.0,65982.0,20800.0,84.0,2107,133312634.0,29189268,273699300,57.0,1.79
3760,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-01-08,3382,34643051,439321800,8,472000.0,81947,1039200,10243.0,129900.0,78.0,44007.0,59000.0,55.0,8,472000.0,81947,1039200,0.0,0.01
3761,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-01-15,3382,34643051,439321800,10,590000.0,102434,1299000,10243.0,129900.0,78.0,44007.0,59000.0,55.0,18,1062000.0,184381,2338200,1.0,0.02
3762,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-01-22,3382,34643051,439321800,3,177000.0,30730,389700,10243.0,129900.0,78.0,44007.0,59000.0,55.0,21,1239000.0,215111,2727900,1.0,0.03
3763,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-01-29,3382,34643051,439321800,13,767000.0,133164,1688700,10243.0,129900.0,78.0,44007.0,59000.0,55.0,34,2006000.0,348275,4416600,1.0,0.04
3764,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-02-05,3382,40017977,439321800,-1,-69000.0,-21368,-129900,11833.0,129900.0,78.0,44007.0,69000.0,47.0,33,1937000.0,326907,4286700,1.0,0.04
3765,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-02-12,3382,40017977,439321800,12,648000.0,141992,1558800,11833.0,129900.0,78.0,44007.0,54000.0,58.0,45,2585000.0,468899,5845500,1.0,0.05
3766,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-02-19,3382,40017977,439321800,22,1188000.0,260318,2857800,11833.0,129900.0,78.0,44007.0,54000.0,58.0,67,3773000.0,729217,8703300,2.0,0.07
3767,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-02-26,3382,40017977,439321800,17,951970.0,201155,2208300,11833.0,129900.0,78.0,44007.0,55998.0,57.0,84,4724970.0,930372,10911600,2.0,0.08
3768,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-03-05,3382,40017977,439321800,44,2150180.0,520636,5715600,11833.0,129900.0,78.0,44007.0,48868.0,62.0,128,6875150.0,1451008,16627200,4.0,0.12
3769,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-03-12,3382,40017977,439321800,79,3893563.0,934778,10262100,11833.0,129900.0,78.0,44007.0,49286.0,62.0,207,10768713.0,2385786,26889300,6.0,0.19
3770,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-03-19,3382,40017977,439321800,68,3280253.0,804620,8833200,11833.0,129900.0,78.0,44007.0,48239.0,63.0,275,14048966.0,3190406,35722500,8.0,0.24
3771,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-03-26,3382,40017977,439321800,103,5024122.0,1218762,13379700,11833.0,129900.0,78.0,44007.0,48778.0,62.0,378,19073088.0,4409168,49102200,11.0,0.32
3772,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-04-02,3382,40017977,439321800,129,5381380.0,1526407,16757100,11833.0,129900.0,78.0,44007.0,41716.0,68.0,507,24454468.0,5935575,65859300,15.0,0.41
3773,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-04-09,3382,40017977,439321800,142,5604880.0,1680234,18445800,11833.0,129900.0,78.0,44007.0,39471.0,70.0,649,30059348.0,7615809,84305100,19.0,0.49
3774,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-04-16,3382,40017977,439321800,144,5593700.0,1703899,18705600,11833.0,129900.0,78.0,44007.0,38845.0,70.0,793,35653048.0,9319708,103010700,23.0,0.58
3775,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-04-23,3382,40017977,439321800,130,5675900.0,1538245,16887000,11833.0,129900.0,78.0,44007.0,43661.0,66.0,923,41328948.0,10857953,119897700,27.0,0.67
3776,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-04-30,3382,40017977,439321800,169,3482150.0,1999716,21953100,11833.0,129900.0,78.0,44007.0,20604.0,84.0,1092,44811098.0,12857669,141850800,32.0,0.7
3777,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-05-07,3382,40017977,439321800,205,3765000.0,2425690,26629500,11833.0,129900.0,78.0,44007.0,18366.0,86.0,1297,48576098.0,15283359,168480300,38.0,0.72
3778,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-05-14,3382,40017977,439321800,193,3667000.0,2283700,25070700,11833.0,129900.0,78.0,44007.0,19000.0,85.0,1490,52243098.0,17567059,193551000,44.0,0.75
3779,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-05-21,3382,40017977,439321800,94,1816000.0,1112268,12210600,11833.0,129900.0,78.0,44007.0,19319.0,85.0,1584,54059098.0,18679327,205761600,47.0,0.76
3780,봄,우븐 셔츠,캐쥬얼셔츠,ZA,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZA,2023,2023-05-28,3382,40017977,439321800,61,1159000.0,721791,7923900,11833.0,129900.0,78.0,44007.0,19000.0,85.0,1645,55218098.0,19401118,213685500,49.0,0.77
3781,봄,우븐 셔츠,캐쥬얼셔츠,ZB,01_시즌,봄_우븐 셔츠_캐쥬얼셔츠_ZB,2021,2021-01-03,14271,114299204,997542900,128,7432389.0,998251,8947200,8009.0,69900.0,345.0,29416.0,58066.0,17.0,128,7432389.0,998251,8947200,1.0,0.05
